title,description,reviews,ratings
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Best AC ever, it cool the room in just minutes. Worth of money, suggest all to buy this ac, thanks to both flipkart and carrier company for such a wonderful product.👍👍READ MORE",5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","I initially thought it might not be the right one because my room is larger than what's recommended, and I bought it in a hurry because it was on sale, but I think I made the right decision to choose this. It provides excellent cooling, though not as well as my LG. Still, in terms of cooling capacity, this AC is superior to others. It cools down my room in 15 to 20 minutes, and I feel like it's the right time to work. Waiting for electricity bills... I'll post an update here on bill.READ MORE",5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","There is no cooling in this AC. I bought a carrier AC 3 years ago. It was also not giving good cooling. I thought they might have enhanced the technology and then thought of giving them another chance. But, I was wrong. It was the worst idea to buy this AC. I don't know how people are giving good ratings to this AC. I would strongly recommend everyone to not buy this AC.READ MORE",1
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.",I purchased 1.5 Ton AC 6 in 1 5star very good product Flipkart delivery is so good I ordered it in 13 July 2022 very fast coolingInstallation team is coming on time Installation is very good i made  a good decision and great choice I  think carrier brand is bestREAD MORE,5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.",Awesome product AC is fantastic my room is 110 sqft and AC is 0.8 ton but it's cool my room in just 15 min I'm very happy with this productREAD MORE,5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Nice ac nice remote control, it's my 6th ac but this one is inverter let's see how is it performs in this summer.Better than 2021 non inverter AC but i already purchased a heavy duty stabilizer - gelco glmb 300 Because non inverter AC have 2 pcb and most of the time the out door.unit pcb gets damage due to heavy electricals voltage.So be care.full.I have 3 non inverter, one window and one assembled ac , this is my first inverter AC .But i trust carrier AC as they are seen in every m...READ MORE",5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","This feedback is based on after 1 week use. My room size is hardly 120 sqft. I thought this AC will be more than sufficient but Cooling is not uniform, if you are sitting only in front or near to the AC then only you can feel the cooling otherwise if you are sitting on another corner of the room, it feels like no AC. Noise is irritatingI want to return my ACREAD MORE",1
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Overall experience is bad .I am writing review after one month of purchase .Not good cooling as expected from carrier.And installation service is also not good they are very unprofessional mechanic and look like not much experienced.And the most important thing is that  5 year warranty is covered under this only thay are making fool to customer ,thay are saying that  on this model 5 year warranty is not covered, while Flipkart is mentioned the warranty on bill .I had raised the consern w...READ MORE",1
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Good things first1. Fast delivery and Installation.thats all the good thing.Now to cons:1. Week 2 - There was no cooling. I raised complaint, and technician found out the compressor wasnt working anymore and needed to be replaced.2. Remote looks like from previous century. Its really bad, build quality is worse, a toy remote is better than this.3. Will update about cooling once compressor is replaced.Recommendation - Go for any other AC, I have one ac from LG which is working flawl...READ MORE",1
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.",Very good AC! Cools the entire living room in about 15-20 mins. Low noise...The installation was nicely done and the the person who came for the installation did his job nicely! Totally satisfied with the purchase!READ MORE,4
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","It does good job, quite satisfactory with cooling effect. Silent, compact in size. Outer unit is good sturdy. Loaded with features of convertible and quite does the job.READ MORE",4
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Fast Delivery, Super Delayed Installation (after 11 days)Ordered 0.8 ton varient.Good for 100 Sqft room,  Direct Sunlight for 2-3 hours (max).It took 20 min to cool the room properly at 24C.Filter quality is not good.Remote battery is not included as mentioned at product description.READ MORE",4
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.",The Product Takes Time To Cool The Room. The Delivery People Were So Nice Seema To Have Done A Decent Work.READ MORE,3
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.",Carrier Flexicool Convertible 6-in-1 Cooling is really ossum. We ordered this AC and got the product on the day as promised by flipkart. The delivery boys were really good in behaviour. The Installation guys were really nice. They worked at a stretch in scorching heat of sun. I really thank to flipkart for providing service through kind of guys.READ MORE,5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.",About Product/CoolingThis AC provide best cooling experience than other. I will. Highly recommend to them who going to buy IFB voltas Blue Star. Pls don't waste your money in those ACs. This will cool your room within 10 mins. First close your room all the air vents tightly so that cool air do go outside. About Function -It's 6in 1 convertible you can change the pace of the AC as your need or season. It's WIFI support so you can control from any where in the world by using Carrier app....READ MORE,5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Review:-1. The AC cools really fast. The claims are of about 3-4 mins but to be honest it is not that fast. Within 10 minutes, your room gets cooled enough which is nice.2. Carrier is a famous brand so you can trust on it.3. The installation was really nice. Got a call in about 1.5 hrs from delivery and got it installed the next day even though it showed the expected date 2 days more. Literally, didn't have to do anything other than getting White Cement for them and the remote batteries wh...READ MORE",5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","I liked the features and cooling , it gives more cooling in 3 minutes than my previous AC. And the best thing is it doesn't take much electricity.  When the AC came , the installation went smoothly and pretty quick . 😃💫READ MORE",5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Overall i loved the product consumption of power also minimum compared to other air conditioners, cooling also very good takes 15 to 20 minutes to cool over all room  only bad thing is installation persons try to give some guidelines to them ...,  Good product from carrier ❤️..., I tried first time from carrier company ...READ MORE",5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.",No doubt it's a good product. I always have faith in the brand carrier as it the most valuable and trustworthy brand in terms of air conditioner.Talking about pros:-1. Instant cooling.2. No Noise.3. AI temperature control.4. Auto modes to control temperature at different modes.5. Turbo cool.Cons:- Power consumption is more as compared to the level mentioned in the box.Apart from that everything goes well with this AC.READ MORE,5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","This is a review of 4 in 1 cooling 1.5 ton 4star carrier flexible cxi model Wonderful AC Low level noiseCooling is very very good Installation team provided by carrier  is very good ,excellent service given by themAC delivered on time And Flipkart delivery boy is very polite and humble Very happy with this ACThis review is after 7 days of useRemote is not goodMy turbo button is not workingREAD MORE",5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Best AC ever, it cool the room in just minutes. Worth of money, suggest all to buy this ac, thanks to both flipkart and carrier company for such a wonderful product.👍👍READ MORE",5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","I initially thought it might not be the right one because my room is larger than what's recommended, and I bought it in a hurry because it was on sale, but I think I made the right decision to choose this. It provides excellent cooling, though not as well as my LG. Still, in terms of cooling capacity, this AC is superior to others. It cools down my room in 15 to 20 minutes, and I feel like it's the right time to work. Waiting for electricity bills... I'll post an update here on bill.READ MORE",5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","There is no cooling in this AC. I bought a carrier AC 3 years ago. It was also not giving good cooling. I thought they might have enhanced the technology and then thought of giving them another chance. But, I was wrong. It was the worst idea to buy this AC. I don't know how people are giving good ratings to this AC. I would strongly recommend everyone to not buy this AC.READ MORE",1
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.",I purchased 1.5 Ton AC 6 in 1 5star very good product Flipkart delivery is so good I ordered it in 13 July 2022 very fast coolingInstallation team is coming on time Installation is very good i made  a good decision and great choice I  think carrier brand is bestREAD MORE,5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.",Awesome product AC is fantastic my room is 110 sqft and AC is 0.8 ton but it's cool my room in just 15 min I'm very happy with this productREAD MORE,5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Nice ac nice remote control, it's my 6th ac but this one is inverter let's see how is it performs in this summer.Better than 2021 non inverter AC but i already purchased a heavy duty stabilizer - gelco glmb 300 Because non inverter AC have 2 pcb and most of the time the out door.unit pcb gets damage due to heavy electricals voltage.So be care.full.I have 3 non inverter, one window and one assembled ac , this is my first inverter AC .But i trust carrier AC as they are seen in every m...READ MORE",5
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","This feedback is based on after 1 week use. My room size is hardly 120 sqft. I thought this AC will be more than sufficient but Cooling is not uniform, if you are sitting only in front or near to the AC then only you can feel the cooling otherwise if you are sitting on another corner of the room, it feels like no AC. Noise is irritatingI want to return my ACREAD MORE",1
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Overall experience is bad .I am writing review after one month of purchase .Not good cooling as expected from carrier.And installation service is also not good they are very unprofessional mechanic and look like not much experienced.And the most important thing is that  5 year warranty is covered under this only thay are making fool to customer ,thay are saying that  on this model 5 year warranty is not covered, while Flipkart is mentioned the warranty on bill .I had raised the consern w...READ MORE",1
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","Good things first1. Fast delivery and Installation.thats all the good thing.Now to cons:1. Week 2 - There was no cooling. I raised complaint, and technician found out the compressor wasnt working anymore and needed to be replaced.2. Remote looks like from previous century. Its really bad, build quality is worse, a toy remote is better than this.3. Will update about cooling once compressor is replaced.Recommendation - Go for any other AC, I have one ac from LG which is working flawl...READ MORE",1
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.",Very good AC! Cools the entire living room in about 15-20 mins. Low noise...The installation was nicely done and the the person who came for the installation did his job nicely! Totally satisfied with the purchase!READ MORE,4
"CARRIER 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter with Auto cleanser(2023 Model) AC  - White  (CAI09ER3R33F0, Copper Condenser)","The Carrier 0.8-Ton AC provides you with a pleasant breeze on a hot day and has a multitude of additional functions to keep you comfortable and fresh all summer. The innovative external components of this air conditioner are designed to create a comfortable cooling atmosphere even when the outside temperature hits 52° C. Also, you can quickly cool off and get comfortable during the intense heat with the aid of Turbo Cool Mode. By eliminating airborne microparticle pollutants, the Cold Catalyst Filter also maintains the cleanliness and wellness of the air in your home. Also, the superior-quality copper tubes utilised by this Carrier AC allow for quick heat transmission, provide long-term endurance, and can thus withstand big loads.","It does good job, quite satisfactory with cooling effect. Silent, compact in size. Outer unit is good sturdy. Loaded with features of convertible and quite does the job.READ MORE",4
